date,close_gspc,high_gspc,low_gspc,open_gspc,rv_21d
1950-01-03,16.65999984741211,16.65999984741211,16.65999984741211,16.65999984741211,0.10647665434853311
1950-01-04,16.850000381469727,16.850000381469727,16.850000381469727,16.850000381469727,0.10543996693261116
1950-01-05,16.93000030517578,16.93000030517578,16.93000030517578,16.93000030517578,0.10484935776642236
1950-01-06,16.979999542236328,16.979999542236328,16.979999542236328,16.979999542236328,0.10452317690565846
1950-01-09,17.079999923706055,17.079999923706055,17.079999923706055,17.079999923706055,0.10410109301258516
1950-01-10,17.030000686645508,17.030000686645508,17.030000686645508,17.030000686645508,0.10368264487750585
1950-01-11,17.09000015258789,17.09000015258789,17.09000015258789,17.09000015258789,0.10392012109733116
1950-01-12,16.760000228881836,16.760000228881836,16.760000228881836,16.760000228881836,0.07938258058588116
1950-01-13,16.670000076293945,16.670000076293945,16.670000076293945,16.670000076293945,0.08529723903975915
1950-01-16,16.719999313354492,16.719999313354492,16.719999313354492,16.719999313354492,0.08466397329107099
1950-01-17,16.860000610351562,16.860000610351562,16.860000610351562,16.860000610351562,0.08084861707783719
1950-01-18,16.850000381469727,16.850000381469727,16.850000381469727,16.850000381469727,0.08710088282912476
1950-01-19,16.8700008392334,16.8700008392334,16.8700008392334,16.8700008392334,0.08758643406626711
1950-01-20,16.899999618530273,16.899999618530273,16.899999618530273,16.899999618530273,0.08757897662739075
1950-01-23,16.920000076293945,16.920000076293945,16.920000076293945,16.920000076293945,0.0878536420871251
1950-01-24,16.860000610351562,16.860000610351562,16.860000610351562,16.860000610351562,0.08811674182308235
1950-01-25,16.739999771118164,16.739999771118164,16.739999771118164,16.739999771118164,0.08457128079591945
1950-01-26,16.729999542236328,16.729999542236328,16.729999542236328,16.729999542236328,0.08540025215987554
1950-01-27,16.81999969482422,16.81999969482422,16.81999969482422,16.81999969482422,0.08345031152652611
1950-01-30,17.020000457763672,17.020000457763672,17.020000457763672,17.020000457763672,0.0727413222014149
1950-01-31,17.049999237060547,17.049999237060547,17.049999237060547,17.049999237060547,0.07347859864164526
1950-02-01,17.049999237060547,17.049999237060547,17.049999237060547,17.049999237060547,0.07372357894725641
1950-02-02,17.229999542236328,17.229999542236328,17.229999542236328,17.229999542236328,0.06849624829224757
