date,market_daily__close_spy,market_daily__close_gspc,market_daily__vix,market_daily__rate_10y,market_extended_spx__close_spy,market_extended_spx__close_gspc,market_extended_spx__vix,market_extended_spx__rate_10y,market_extended_spx__hvol_10d,market_extended_spx__hvol_14d,market_extended_spx__hvol_30d,market_extended_spx__hvol_60d,market_extended_spx__hvol_91d,market_extended_spx__hvol_122d,market_extended_spx__hvol_152d,market_extended_spx__hvol_182d,market_extended_spx__hvol_273d,market_extended_spx__hvol_365d,market_extended_spx__hvol_547d,market_extended_spx__hvol_730d,market_extended_spx__hvol_1825d,market_extended_spx__fwd_front,market_extended_spy__close_spy,market_extended_spy__close_gspc,market_extended_spy__vix,market_extended_spy__rate_10y,market_extended_spy__hvol_10d,market_extended_spy__hvol_14d,market_extended_spy__hvol_30d,market_extended_spy__hvol_60d,market_extended_spy__hvol_91d,market_extended_spy__hvol_122d,market_extended_spy__hvol_152d,market_extended_spy__hvol_182d,market_extended_spy__hvol_273d,market_extended_spy__hvol_365d,market_extended_spy__hvol_547d,market_extended_spy__hvol_730d,market_extended_spy__hvol_1825d,market_extended_spy__fwd_front,options_snapshot_spx__Unnamed: 0,options_snapshot_spx__underlying,options_snapshot_spx__put_call,options_snapshot_spx__expiry,options_snapshot_spx__strike,options_snapshot_spx__mid,options_snapshot_spx__last,options_snapshot_spx__iv,options_snapshot_spx__delta,options_snapshot_spx__gamma,options_snapshot_spx__vega,options_snapshot_spx__theta,options_snapshot_spx__open_interest,options_snapshot_spx__volume,options_snapshot_spy__Unnamed: 0,options_snapshot_spy__underlying,options_snapshot_spy__put_call,options_snapshot_spy__expiry,options_snapshot_spy__strike,options_snapshot_spy__mid,options_snapshot_spy__last,options_snapshot_spy__iv,options_snapshot_spy__delta,options_snapshot_spy__gamma,options_snapshot_spy__vega,options_snapshot_spy__theta,options_snapshot_spy__open_interest,options_snapshot_spy__volume,vol_surface_spx__Unnamed: 0,vol_surface_spx__underlying,vol_surface_spx__tenor_d,vol_surface_spx__moneyness,vol_surface_spx__iv,vol_surface_spy__Unnamed: 0,vol_surface_spy__underlying,vol_surface_spy__tenor_d,vol_surface_spy__moneyness,vol_surface_spy__iv
2007-03-09,99.27257537841795,1402.8399658203125,14.09,4.59,99.27257537841795,1402.8399658203125,14.09,4.59,0.140817,0.21738,0.156888,0.122583,0.107862,0.100487,0.095165,0.092575,0.102773,0.103924,0.10285,0.102926,0.158817,1404.298211,99.27257537841795,1402.8399658203125,14.09,4.59,0.161834,0.249665,0.176965,0.135241,0.119047,0.109679,0.101762,0.09779,0.10411,0.106081,0.104689,0.104369,0.159052,140.393675,61886,SPX,C,2007-03-19,1404.91902,12.252097,12.252097,0.132265,0.504367,0.012989,92.629398,-260.994529,3632831,181262,11946,SPY,C,2007-03-19,140.433526,1.250679,1.250679,0.117991,0.576433,0.158737,8.924757,-26.142544,2077553.0,121300.0,959412,SPX,10,-90,0.09814,185402,SPY,10,-90,0.18274
2007-03-12,99.42069244384766,1406.5999755859375,13.99,4.56,99.42069244384766,1406.5999755859375,13.99,4.56,0.13425,0.219342,0.160258,0.124671,0.107902,0.101264,0.096019,0.092621,0.101605,0.103715,0.102679,0.102884,0.158873,1407.429663,99.42069244384766,1406.5999755859375,13.99,4.56,0.143328,0.250557,0.180423,0.137961,0.118937,0.110585,0.102735,0.097795,0.103228,0.1057,0.104463,0.104336,0.159115,140.542568,61908,SPX,C,2007-03-22,1408.538816,12.077838,12.077838,0.130049,0.504245,0.013174,92.868198,-255.421759,3722189,349821,11968,SPY,C,2007-03-22,140.644471,1.247296,1.247296,0.128719,0.545863,0.156272,8.772039,-29.773042,2063346.0,95326.0,959786,SPX,10,-90,0.144985,185776,SPY,10,-90,0.118025
2007-03-13,97.4885025024414,1377.949951171875,18.13,4.5,97.4885025024414,1377.949951171875,18.13,4.5,0.1841,0.163889,0.170143,0.133878,0.115789,0.107114,0.100447,0.096386,0.103783,0.105805,0.104093,0.10384,0.159143,1378.559498,97.4885025024414,1377.949951171875,18.13,4.5,0.18753,0.176867,0.187275,0.144775,0.125547,0.115383,0.106663,0.101137,0.104923,0.107585,0.105724,0.10519,0.159362,137.780196,61930,SPX,C,2007-03-23,1379.983409,15.301683,15.301683,0.168173,0.505552,0.0104,90.981902,-315.909147,3858102,308222,11990,SPY,C,2007-03-23,137.902178,1.524068,1.524068,0.165366,0.522372,0.118635,8.818559,-34.80826,2101866.0,200136.0,960160,SPX,10,-90,0.117387,186150,SPY,10,-90,0.155422
2007-03-14,98.21483612060548,1387.1700439453125,17.27,4.53,98.21483612060548,1387.1700439453125,17.27,4.53,0.175729,0.165336,0.172698,0.133533,0.116653,0.107096,0.100931,0.096682,0.103886,0.105516,0.104024,0.10387,0.159091,1387.579108,98.21483612060548,1387.1700439453125,17.27,4.53,0.17913,0.172484,0.18993,0.14443,0.12652,0.115391,0.107204,0.101497,0.104897,0.107343,0.10577,0.105227,0.159341,138.790261,61952,SPX,C,2007-03-24,1389.217619,13.934534,13.934534,0.152128,0.505023,0.01142,91.592289,-291.257395,3927435,395195,12012,SPY,C,2007-03-24,138.933666,1.356643,1.356643,0.14739,0.513131,0.130184,8.95794,-31.205533,2172918.0,300967.0,960534,SPX,10,-90,0.10472,186524,SPY,10,-90,0.119068
2007-03-15,98.34881591796876,1392.280029296875,16.43,4.54,98.34881591796876,1392.280029296875,16.43,4.54,0.165455,0.167061,0.170619,0.132341,0.11546,0.107196,0.100586,0.09676,0.101195,0.105495,0.104018,0.103749,0.159036,1392.485294,98.34881591796876,1392.280029296875,16.43,4.54,0.16701,0.17259,0.186893,0.142746,0.125176,0.115339,0.106691,0.101503,0.102197,0.107269,0.105721,0.105051,0.159278,138.959777,61974,SPX,C,2007-03-25,1393.824434,11.647762,11.647762,0.126742,0.504,0.013653,91.898254,-240.331927,4088472,412258,12034,SPY,C,2007-03-25,139.123859,1.284846,1.284846,0.140042,0.504104,0.127123,9.167953,-27.963386,2268557.0,1076998.0,960908,SPX,10,-90,0.184547,186898,SPY,10,-90,0.118207
2007-03-16,98.07342529296876,1386.949951171875,16.79,4.55,98.07342529296876,1386.949951171875,16.79,4.55,0.141437,0.157508,0.167282,0.130983,0.115629,0.106829,0.100293,0.096896,0.101204,0.105564,0.104074,0.103619,0.158983,1388.369404,98.07342529296876,1386.949951171875,16.79,4.55,0.137036,0.158966,0.184461,0.141133,0.125273,0.114711,0.106278,0.101577,0.10186,0.1073,0.105751,0.104885,0.15922,138.550422,61996,SPX,C,2007-03-26,1388.939753,12.370638,12.370638,0.135081,0.504439,0.012863,91.575517,-261.698832,2355817,154053,12056,SPY,C,2007-03-26,138.733536,1.30699,1.30699,0.142877,0.504713,0.121725,9.147746,-27.519528,2033994.0,130755.0,961282,SPX,10,-90,0.118543,187272,SPY,10,-90,0.128517
2007-03-19,99.2556610107422,1402.06005859375,14.59,4.58,99.2556610107422,1402.06005859375,14.59,4.58,0.176866,0.156398,0.177542,0.137059,0.117771,0.109719,0.102401,0.098029,0.101268,0.10609,0.104228,0.103983,0.159009,1402.887068,99.2556610107422,1402.06005859375,14.59,4.58,0.173274,0.158341,0.195513,0.147735,0.127701,0.117899,0.108739,0.102888,0.102217,0.107935,0.106036,0.105278,0.159176,140.425388,62018,SPX,C,2007-03-29,1404.129728,13.397823,13.397823,0.144715,0.504778,0.011878,92.576147,-281.881525,2452732,284317,12080,SPY,C,2007-04-18,140.802926,2.021543,2.021543,0.126093,0.507153,0.07867,16.030526,-15.896457,1625803.0,118086.0,961656,SPX,10,-90,0.103348,187646,SPY,30,-90,0.102876
2007-03-20,99.80084228515624,1410.93994140625,13.27,4.56,99.80084228515624,1410.93994140625,13.27,4.56,0.16597,0.140531,0.175354,0.13784,0.118439,0.109597,0.10284,0.098305,0.101477,0.106244,0.104229,0.103966,0.159032,1411.564081,99.80084228515624,1410.93994140625,13.27,4.56,0.161586,0.13806,0.192194,0.148331,0.128155,0.117543,0.10902,0.103032,0.102319,0.108038,0.106073,0.105235,0.159193,141.178096,62040,SPX,C,2007-03-30,1413.022719,11.546123,11.546123,0.123929,0.504092,0.013783,93.164256,-248.381195,2582482,182658,12102,SPY,C,2007-04-19,141.590672,1.841209,1.841209,0.114204,0.506528,0.086396,16.120174,-14.914097,1687287.0,129280.0,962030,SPX,10,-90,0.086921,187986,SPY,30,-90,0.100991
2007-03-21,101.44329071044922,1435.0400390625,12.19,4.53,101.44329071044922,1435.0400390625,12.19,4.53,0.178301,0.159227,0.182129,0.142571,0.12348,0.112853,0.106103,0.100834,0.102689,0.107348,0.104888,0.10456,0.159197,1435.463208,101.44329071044922,1435.0400390625,12.19,4.53,0.173234,0.15617,0.196912,0.152012,0.132483,0.1202,0.11186,0.105233,0.103621,0.109001,0.106614,0.105794,0.159352,143.477827,62062,SPX,C,2007-03-31,1436.276944,9.681065,9.681065,0.102227,0.503066,0.016419,94.699059,-198.856169,2659048,362459,12124,SPY,C,2007-04-20,143.885765,1.603436,1.603436,0.097868,0.505474,0.099165,16.38175,-13.320861,1764173.0,162735.0,962404,SPX,10,-90,0.204458,188326,SPY,30,-90,0.174456
2007-03-22,101.36544036865234,1434.5400390625,12.93,4.6,101.36544036865234,1434.5400390625,12.93,4.6,0.179205,0.158305,0.181716,0.140867,0.123229,0.11285,0.105589,0.100469,0.102457,0.107203,0.104594,0.104289,0.159134,1434.75234,101.36544036865234,1434.5400390625,12.93,4.6,0.174265,0.154097,0.196677,0.150209,0.132255,0.120216,0.111329,0.104953,0.103459,0.108862,0.10631,0.105527,0.15929,143.349544,62084,SPX,C,2007-04-01,1436.164083,11.263425,11.263425,0.118947,0.503752,0.01412,94.690101,-234.7874,2785960,348214,12146,SPY,C,2007-04-21,143.812342,1.75069,1.75069,0.106911,0.50612,0.090868,16.373135,-14.437224,1812741.0,122194.0,962778,SPX,10,-90,0.186606,188666,SPY,30,-90,0.08932
2007-03-23,101.51408386230467,1436.1099853515625,12.95,4.62,101.51408386230467,1436.1099853515625,12.95,4.62,0.104701,0.158201,0.181811,0.140257,0.122702,0.112833,0.10508,0.100369,0.10244,0.107164,0.104562,0.10429,0.159071,1437.365335,101.51408386230467,1436.1099853515625,12.95,4.62,0.104396,0.153817,0.196815,0.150024,0.131598,0.120226,0.110797,0.104817,0.103455,0.108837,0.106284,0.105529,0.159227,143.538746,62108,SPX,C,2007-04-22,1442.030521,17.017025,17.017025,0.103639,0.505768,0.009345,164.183028,-138.95331,2943735,187449,12168,SPY,C,2007-04-22,144.018771,1.767958,1.767958,0.107812,0.506154,0.089974,16.396623,-14.519606,1850456.0,61751.0,963152,SPX,30,-90,0.124039,189006,SPY,30,-90,0.093726
2007-03-26,101.3795928955078,1437.5,13.16,4.6,101.3795928955078,1437.5,13.16,4.6,0.108317,0.158334,0.186072,0.138998,0.121682,0.113267,0.105622,0.099698,0.102329,0.107164,0.104563,0.104286,0.15902,1438.351927,101.3795928955078,1437.5,13.16,4.6,0.114765,0.154845,0.201342,0.149351,0.130543,0.120724,0.111572,0.104391,0.103401,0.108851,0.106294,0.105535,0.15923,143.284864,62130,SPX,C,2007-04-25,1442.674228,15.633657,15.633657,0.095171,0.50502,0.010162,164.258773,-125.991877,2973242,148029,12190,SPY,C,2007-04-25,143.835655,1.852958,1.852958,0.11314,0.506484,0.085854,16.375659,-15.076553,1864211.0,82931.0,963492,SPX,30,-90,0.183874,189346,SPY,30,-90,0.096184
2007-03-27,101.13886260986328,1428.6099853515625,13.48,4.62,101.13886260986328,1428.6099853515625,13.48,4.62,0.122918,0.10937,0.182628,0.139873,0.122101,0.113145,0.105874,0.099684,0.102003,0.107358,0.104705,0.104287,0.159043,1429.245005,101.13886260986328,1428.6099853515625,13.48,4.62,0.114997,0.103111,0.196592,0.149477,0.130151,0.120073,0.111577,0.103912,0.102876,0.108871,0.106319,0.10545,0.159234,142.923502,62152,SPX,C,2007-04-26,1434.666951,18.842387,18.842387,0.115346,0.506495,0.008442,163.339774,-150.844715,3030032,138926,12212,SPY,C,2007-04-26,143.481582,1.859905,1.859905,0.113844,0.506478,0.085518,16.335401,-15.031979,1883236.0,66011.0,963832,SPX,30,-90,0.095435,189686,SPY,30,-90,0.174074
2007-03-28,100.4026336669922,1417.22998046875,14.98,4.62,100.4026336669922,1417.22998046875,14.98,4.62,0.132886,0.121945,0.184286,0.139577,0.122367,0.113365,0.105775,0.100424,0.102358,0.107468,0.104931,0.104446,0.159022,1417.650358,100.4026336669922,1417.22998046875,14.98,4.62,0.125098,0.11406,0.197905,0.148788,0.130365,0.120078,0.111741,0.104521,0.103074,0.108947,0.10651,0.10559,0.159207,141.862074,62174,SPX,C,2007-04-27,1423.382606,21.599289,21.599289,0.133274,0.50757,0.007365,162.047375,-168.128008,3048081,107117,12234,SPY,C,2007-04-27,142.418359,2.087155,2.087155,0.12871,0.507256,0.076183,16.214365,-16.264341,1910690.0,126831.0,964172,SPX,30,-90,0.098347,190026,SPY,30,-90,0.169472
2007-03-29,100.50878143310548,1422.530029296875,15.14,4.64,100.50878143310548,1422.530029296875,15.14,4.64,0.122829,0.121965,0.138789,0.138215,0.12258,0.11087,0.105394,0.100511,0.099548,0.107286,0.104965,0.104319,0.158966,1422.740117,100.50878143310548,1422.530029296875,15.14,4.64,0.110866,0.114134,0.141719,0.147027,0.13031,0.117485,0.111197,0.104515,0.1006,0.108792,0.10651,0.105471,0.159144,141.990968,62196,SPX,C,2007-04-28,1427.696762,19.923162,19.923162,0.122558,0.506602,0.007974,162.543829,-151.901888,3078858,138415,12256,SPY,C,2007-04-28,142.592912,2.135008,2.135008,0.131499,0.507503,0.0745,16.234117,-16.705611,1945371.0,64815.0,964512,SPX,30,-90,0.167429,190366,SPY,30,-90,0.167479
2007-03-30,100.5300750732422,1420.8599853515625,14.64,4.65,100.5300750732422,1420.8599853515625,14.64,4.65,0.120109,0.119004,0.137867,0.138218,0.122252,0.110762,0.104907,0.10045,0.09952,0.10727,0.104746,0.103899,0.158904,1422.112442,100.5300750732422,1420.8599853515625,14.64,4.65,0.108087,0.11144,0.137901,0.147013,0.130022,0.117284,0.110656,0.104497,0.100595,0.10877,0.106326,0.10503,0.159081,142.46168,62218,SPX,C,2007-04-29,1426.589362,20.004323,20.004323,0.123153,0.506837,0.007948,162.417288,-155.861747,3107954,125735,12278,SPY,C,2007-04-29,142.629811,2.071191,2.071191,0.127536,0.507301,0.076804,16.238293,-16.361935,1779757.0,82764.0,964852,SPX,30,-90,0.126627,190706,SPY,30,-90,0.101903
2007-04-02,100.643310546875,1424.550048828125,14.53,4.65,100.643310546875,1424.550048828125,14.53,4.65,0.075978,0.109488,0.133913,0.139311,0.121356,0.110961,0.105293,0.100337,0.099189,0.107196,0.10476,0.103897,0.15892,1425.180864,100.643310546875,1424.550048828125,14.53,4.65,0.050626,0.09802,0.131376,0.148323,0.128968,0.117316,0.111155,0.104315,0.100498,0.108772,0.106306,0.105064,0.159153,142.559156,62240,SPX,C,2007-05-02,1429.998493,19.576622,19.576622,0.120233,0.506565,0.008118,162.806252,-151.539807,3120210,86835,12300,SPY,C,2007-05-02,142.79128,2.094576,2.094576,0.12883,0.507376,0.075946,16.256623,-16.512378,1822616.0,57995.0,965192,SPX,30,-90,0.139948,191046,SPY,30,-90,0.098917
2007-04-03,101.72649383544922,1437.77001953125,13.46,4.67,101.72649383544922,1437.77001953125,13.46,4.67,0.09404,0.113913,0.133441,0.141254,0.121762,0.111395,0.106198,0.101077,0.099431,0.107546,0.104996,0.103982,0.158971,1438.194336,101.72649383544922,1437.77001953125,13.46,4.67,0.086268,0.107208,0.132043,0.150778,0.129662,0.118011,0.112299,0.105284,0.100904,0.109251,0.106584,0.10521,0.15921,144.064738,62262,SPX,C,2007-05-03,1443.506782,18.2277,18.2277,0.1109,0.506114,0.008722,164.347542,-145.147917,3163445,175424,12322,SPY,C,2007-05-03,144.301542,1.907622,1.907622,0.116102,0.506557,0.083362,16.428798,-15.258509,1849773.0,69889.0,965532,SPX,30,-90,0.124107,191386,SPY,30,-90,0.178061
2007-04-04,101.83973693847656,1439.3699951171875,13.24,4.66,101.83973693847656,1439.3699951171875,13.24,4.66,0.087226,0.077118,0.127575,0.139557,0.12174,0.110722,0.106114,0.099744,0.099007,0.107389,0.104647,0.10397,0.158964,1439.582398,101.83973693847656,1439.3699951171875,13.24,4.66,0.079999,0.071047,0.125816,0.148957,0.129604,0.117296,0.112241,0.104103,0.100627,0.109091,0.106143,0.105207,0.15921,144.204472,62284,SPX,C,2007-05-04,1445.087454,18.05025,18.05025,0.1097,0.506036,0.008808,164.527785,-143.954327,3219764,104009,12344,SPY,C,2007-05-04,144.463226,1.878748,1.878748,0.114217,0.506453,0.084645,16.447188,-15.094032,1880123.0,37836.0,965872,SPX,30,-90,0.123802,191726,SPY,30,-90,0.186729
2007-04-05,102.11590576171876,1443.760009765625,13.23,4.68,102.11590576171876,1443.760009765625,13.23,4.68,0.088582,0.078192,0.118706,0.138102,0.121854,0.109814,0.105666,0.09978,0.099023,0.10735,0.103896,0.103947,0.158906,1445.38036,102.11590576171876,1443.760009765625,13.23,4.68,0.080069,0.071601,0.114604,0.147326,0.129642,0.116684,0.111738,0.10413,0.100622,0.109074,0.105557,0.105176,0.159151,144.579721,62304,SPX,C,2007-04-15,1445.806208,8.617034,8.617034,0.090392,0.502954,0.018467,95.328026,-194.330916,3216503,180443,12366,SPY,C,2007-05-05,144.870266,1.835485,1.835485,0.111273,0.506339,0.086659,16.493424,-14.936988,1891503.0,76508.0,966212,SPX,10,-90,0.136429,192066,SPY,30,-90,0.094911
2007-04-09,102.25745391845705,1444.6099853515625,13.14,4.75,102.25745391845705,1444.6099853515625,13.14,4.75,0.054963,0.082861,0.122279,0.143218,0.122093,0.111354,0.105265,0.10008,0.098905,0.106989,0.103933,0.103885,0.158923,1445.463077,102.25745391845705,1444.6099853515625,13.14,4.75,0.065597,0.074941,0.117407,0.152785,0.129312,0.118331,0.11143,0.104527,0.100529,0.108754,0.105619,0.105023,0.159166,144.696159,62326,SPX,C,2007-04-19,1446.744013,10.092751,10.092751,0.105804,0.503493,0.015768,95.388846,-222.833362,3282134,122709,12388,SPY,C,2007-05-09,145.078961,1.891237,1.891237,0.114489,0.506547,0.084112,16.517017,-15.327792,1926740.0,77164.0,966586,SPX,10,-90,0.078725,192406,SPY,30,-90,0.094956
2007-04-10,102.37783813476562,1448.3900146484375,12.68,4.73,102.37783813476562,1448.3900146484375,12.68,4.73,0.049371,0.072748,0.119249,0.142205,0.122163,0.110731,0.104918,0.1001,0.098852,0.10701,0.103755,0.103793,0.158557,1449.031756,102.37783813476562,1448.3900146484375,12.68,4.73,0.060427,0.072271,0.114439,0.151589,0.129293,0.117597,0.111056,0.104525,0.10044,0.108751,0.105357,0.104919,0.158758,144.845161,62348,SPX,C,2007-04-20,1450.521132,8.521073,8.521073,0.089095,0.502938,0.018677,95.638876,-194.140097,3290963,166186,12410,SPY,C,2007-05-10,145.249612,1.808646,1.808646,0.10936,0.506254,0.087954,16.536451,-14.831778,1952601.0,49142.0,966960,SPX,10,-90,0.193763,192746,SPY,30,-90,0.09064
2007-04-11,101.96013641357422,1438.8699951171875,13.49,4.74,101.96013641357422,1438.8699951171875,13.49,4.74,0.074052,0.067122,0.122401,0.141417,0.122931,0.110713,0.105488,0.100525,0.098276,0.106926,0.103897,0.103911,0.158561,1439.295104,101.96013641357422,1438.8699951171875,13.49,4.74,0.069784,0.061298,0.116045,0.150062,0.129479,0.117133,0.111297,0.104711,0.099705,0.10847,0.105414,0.104969,0.158737,144.22913,62370,SPX,C,2007-04-21,1440.997625,10.535021,10.535021,0.110881,0.503661,0.015106,95.009472,-230.775205,3343886,236050,12432,SPY,C,2007-05-11,144.616535,1.856925,1.856925,0.112771,0.506303,0.085618,16.464586,-14.858813,1968950.0,67839.0,967334,SPX,10,-90,0.076912,193086,SPY,30,-90,0.194957
2007-04-12,102.41324615478516,1447.800048828125,12.71,4.74,102.41324615478516,1447.800048828125,12.71,4.74,0.078666,0.070646,0.094711,0.140498,0.122904,0.111148,0.105357,0.100025,0.097158,0.107079,0.103859,0.103928,0.15852,1448.013918,102.41324615478516,1447.800048828125,12.71,4.74,0.070823,0.062751,0.088235,0.148599,0.129488,0.117268,0.110917,0.104219,0.097754,0.108533,0.10523,0.104954,0.158685,144.852331,62392,SPX,C,2007-04-22,1449.925651,8.078334,8.078334,0.0845,0.502785,0.0197,95.599894,-185.971477,3362322,173454,12454,SPY,C,2007-05-12,145.288229,1.795213,1.795213,0.108517,0.506175,0.088601,16.541232,-14.680833,1990402.0,88449.0,967708,SPX,10,-90,0.174433,193426,SPY,30,-90,0.187518
2007-04-13,102.88044738769533,1452.8499755859375,12.2,4.76,102.88044738769533,1452.8499755859375,12.2,4.76,0.063507,0.068406,0.093518,0.140458,0.122726,0.111261,0.104945,0.100092,0.096975,0.107121,0.103881,0.103589,0.158464,1454.352946,102.88044738769533,1452.8499755859375,12.2,4.76,0.046187,0.062871,0.086701,0.148685,0.128934,0.11748,0.110551,0.104336,0.097685,0.108591,0.105274,0.104629,0.158633,145.49178,62416,SPX,C,2007-05-13,1458.727085,16.053078,16.053078,0.096648,0.505332,0.009905,166.086961,-132.846771,3386474,265717,12476,SPY,C,2007-05-13,145.938175,1.691017,1.691017,0.101762,0.505745,0.094046,16.615342,-13.988021,2021425.0,57903.0,968082,SPX,30,-90,0.118865,193766,SPY,30,-90,0.208398
2007-04-16,103.8573989868164,1468.3299560546875,11.98,4.74,103.8573989868164,1468.3299560546875,11.98,4.74,0.091861,0.081103,0.097655,0.144032,0.123512,0.113181,0.106725,0.101111,0.097608,0.107395,0.104023,0.102947,0.158284,1469.337852,103.8573989868164,1468.3299560546875,11.98,4.74,0.071722,0.071675,0.090295,0.151993,0.129194,0.119109,0.111903,0.105099,0.098142,0.108739,0.105211,0.103959,0.158428,146.80838,62438,SPX,C,2007-05-16,1474.289019,15.307736,15.307736,0.091188,0.504978,0.010386,167.860562,-127.973887,3423142,454919,12498,SPY,C,2007-05-16,147.341238,1.688359,1.688359,0.100635,0.505741,0.094216,16.775043,-14.11339,2036142.0,143301.0,968422,SPX,30,-90,0.134502,194106,SPY,30,-90,0.090139
2007-04-17,104.133544921875,1471.47998046875,12.14,4.69,104.133544921875,1471.47998046875,12.14,4.69,0.083988,0.073275,0.095224,0.144078,0.123553,0.112511,0.106715,0.100948,0.097609,0.10735,0.104012,0.102851,0.158285,1472.132178,104.133544921875,1471.47998046875,12.14,4.69,0.06548,0.057395,0.088011,0.152099,0.129175,0.118428,0.111907,0.104994,0.098045,0.108754,0.105194,0.103866,0.158418,147.176928,62460,SPX,C,2007-05-17,1477.385078,15.323643,15.323643,0.091091,0.504997,0.010376,168.212985,-128.597787,3525159,320335,12520,SPY,C,2007-05-17,147.72879,1.698005,1.698005,0.100944,0.505744,0.093675,16.81916,-14.15657,2062975.0,224350.0,968762,SPX,30,-90,0.129336,194446,SPY,30,-90,0.179798
2007-04-18,104.26097106933594,1472.5,12.42,4.66,104.26097106933594,1472.5,12.42,4.66,0.078583,0.073572,0.090844,0.142269,0.123524,0.111815,0.106713,0.100942,0.09546,0.106031,0.103642,0.102836,0.158285,1472.935067,104.26097106933594,1472.5,12.42,4.66,0.061262,0.057308,0.081611,0.150202,0.129183,0.117702,0.111911,0.104993,0.096903,0.107687,0.104768,0.103852,0.158412,147.335278,62482,SPX,C,2007-05-18,1478.430318,15.945011,15.945011,0.094718,0.505212,0.009972,168.330741,-132.513382,3490268,359868,12542,SPY,C,2007-05-18,147.892053,1.699997,1.699997,0.100951,0.505683,0.093543,16.837799,-14.065545,2162421.0,206791.0,969102,SPX,30,-90,0.126566,194786,SPY,30,-90,0.160893
2007-04-19,104.2326431274414,1470.72998046875,12.54,4.68,104.2326431274414,1470.72998046875,12.54,4.68,0.080735,0.076025,0.090426,0.140571,0.123375,0.111667,0.106216,0.100975,0.094865,0.106036,0.102988,0.102771,0.158223,1470.947036,104.2326431274414,1470.72998046875,12.54,4.68,0.063121,0.059284,0.081257,0.148367,0.128952,0.117572,0.111363,0.104994,0.096486,0.107681,0.103959,0.103723,0.158349,147.273456,62504,SPX,C,2007-05-19,1477.059105,17.398475,17.398475,0.103449,0.505849,0.009144,168.171508,-143.765189,3599685,444628,12564,SPY,C,2007-05-19,147.878276,1.774931,1.774931,0.105411,0.506028,0.089625,16.836064,-14.680526,2195988.0,87357.0,969442,SPX,30,-90,0.090988,195126,SPY,30,-90,0.087198
2007-04-20,105.2167510986328,1484.3499755859375,12.07,4.68,105.2167510986328,1484.3499755859375,12.07,4.68,0.089832,0.080188,0.077342,0.140575,0.12452,0.112693,0.106576,0.101724,0.094898,0.106396,0.102422,0.102488,0.158211,1485.885356,105.2167510986328,1484.3499755859375,12.07,4.68,0.073442,0.066336,0.068486,0.148221,0.130129,0.118581,0.111675,0.105731,0.096523,0.108043,0.103102,0.103393,0.158338,148.641947,62526,SPX,C,2007-05-20,1490.61053,16.180902,16.180902,0.095334,0.505342,0.00983,169.717116,-135.96731,2689137,205076,12586,SPY,C,2007-05-20,149.24481,1.656489,1.656489,0.097476,0.505475,0.095997,16.991844,-13.818744,2205894.0,296842.0,969782,SPX,30,-90,0.093763,195466,SPY,30,-90,0.198747
2007-04-23,104.82027435302734,1480.9300537109375,13.04,4.66,104.82027435302734,1480.9300537109375,13.04,4.66,0.08686,0.083638,0.080276,0.143973,0.124089,0.113435,0.107666,0.101503,0.093225,0.106432,0.102447,0.101587,0.158123,1481.805299,104.82027435302734,1480.9300537109375,13.04,4.66,0.0847,0.074402,0.072465,0.152157,0.130217,0.119452,0.112979,0.105781,0.094615,0.10813,0.103133,0.102647,0.158208,148.627469,62548,SPX,C,2007-05-23,1486.870425,17.399106,17.399106,0.10277,0.505662,0.009138,169.288426,-141.372956,2816229,226235,12608,SPY,C,2007-05-23,148.711245,1.863982,1.863982,0.110081,0.50629,0.085341,16.930819,-15.237471,1590073.0,67620.0,970122,SPX,30,-90,0.131703,195806,SPY,30,-90,0.092556
2007-04-24,104.86272430419922,1480.4100341796875,13.12,4.63,104.86272430419922,1480.4100341796875,13.12,4.63,0.08209,0.084825,0.078516,0.143634,0.123963,0.112737,0.10714,0.101511,0.093018,0.106395,0.101599,0.101487,0.158121,1481.06619,104.86272430419922,1480.4100341796875,13.12,4.63,0.079009,0.074878,0.070752,0.15175,0.130137,0.118704,0.112418,0.105729,0.094567,0.108104,0.102423,0.102545,0.158208,148.661348,62570,SPX,C,2007-05-24,1486.55614,18.06789,18.06789,0.106744,0.50596,0.008802,169.251142,-146.687142,2945920,160762,12630,SPY,C,2007-05-24,148.764564,1.831477,1.831477,0.108122,0.506154,0.086848,16.936933,-14.999559,1627108.0,71239.0,970462,SPX,30,-90,0.108316,196146,SPY,30,-90,0.172591
2007-04-25,105.8255615234375,1495.4200439453125,13.21,4.66,105.8255615234375,1495.4200439453125,13.21,4.66,0.086618,0.077492,0.083981,0.143808,0.124425,0.113268,0.107982,0.102335,0.093627,0.10669,0.10187,0.101551,0.158054,1495.861883,105.8255615234375,1495.4200439453125,13.21,4.66,0.081525,0.072189,0.074585,0.151353,0.130414,0.118897,0.112972,0.106354,0.095048,0.10834,0.102637,0.102637,0.158016,149.987306,62592,SPX,C,2007-05-25,1500.980952,17.242683,17.242683,0.100889,0.505407,0.009216,170.895452,-138.087753,3018145,231602,12652,SPY,C,2007-05-25,150.106747,1.860832,1.860832,0.108873,0.506115,0.08545,17.08986,-15.066998,1664160.0,114182.0,970802,SPX,30,-90,0.147879,196486,SPY,30,-90,0.175642
